Montana (PST) SNOTEL Site Hoodoo Basin - NRCS National Water and Climate Center ,,,,,,,,
,,,,,,,,
Site Id,Date,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,SNWD.I-1 (in) 
530,8/15/2008,0,69.7,13.5,23.7,11.3,16.6,0
530,8/16/2008,0,69.7,13.8,23.9,10.4,16.2,0
530,8/17/2008,0,69.7,17.4,27.3,11.9,18.7,0
530,8/18/2008,0,69.7,18.2,28.9,15.9,20.9,0
530,8/19/2008,0,69.7,14.2,28.8,14.2,20.8,0
530,8/20/2008,0,69.7,8.9,17,8.9,12.9,0
530,8/21/2008,0,70.9,8.9,11.4,8.3,9.6,0
530,8/22/2008,0,71.9,4.8,9.2,3.4,6.4,0
530,8/23/2008,0,71.9,8,15.4,4.2,8.8,0
530,8/24/2008,0,71.9,11.7,21.5,6.7,13.5,0
530,8/25/2008,0,71.9,13.6,25.5,11.5,17.6,0
530,8/26/2008,0,72.3,7.1,21.4,6.8,13,0
530,8/27/2008,0,72.3,5.8,9.4,3.5,5.7,0
530,8/28/2008,0,72.7,7.3,8.3,4.3,6.7,0
530,8/29/2008,0,72.9,9.9,11.9,5.9,9.1,0
530,8/30/2008,0,72.9,11.7,19.9,7.9,13.3,0
530,8/31/2008,0,72.9,8.2,14.1,8.1,11.2,0
530,9/1/2008,0,72.9,5.2,10.7,5.2,7.5,0
530,9/2/2008,0,72.9,2.2,8.8,2.2,4.2,0
530,9/3/2008,0,73,5.8,12,1.2,6.3,0
530,9/4/2008,0,73,5.3,13.1,4.6,8.2,0
530,9/5/2008,0,73,4.7,11.7,4.7,7.5,0
530,9/6/2008,0,73,6.4,9.7,3.3,6.9,0
530,9/7/2008,0,73,5.9,12.3,4.1,7.9,0
530,9/8/2008,0,73,3.8,13,3.8,7.2,0
530,9/9/2008,0,73.1,6.4,15.4,2.7,8.3,0
530,9/10/2008,0,73.1,7.2,15.7,6.1,10,0
530,9/11/2008,0,73.1,3.7,10.2,3.7,6.2,0
530,9/12/2008,0,73.1,7.3,15.1,2.5,8.3,0
530,9/13/2008,0,73.1,8.6,16.7,5.8,11,0
530,9/14/2008,0,73.1,7.1,15.1,6.5,9.7,0
530,9/15/2008,0,73.1,9.9,18.6,6.2,11.4,0
530,9/16/2008,0,73.1,10.9,20.8,8.4,13.6,0
530,9/17/2008,0,73.1,10.5,21.3,9.9,14.4,0
530,9/18/2008,0,73.1,13.1,21.1,10.4,14.7,0
530,9/19/2008,0,73.1,12.9,22.6,12.4,15.8,0
530,9/20/2008,0,73.2,12.5,21.3,12.5,15.6,0
530,9/21/2008,0,73.9,7.5,15.5,7.5,11.8,0
530,9/22/2008,0,74.2,4.6,7.5,3.6,4.6,0
530,9/23/2008,0,74.9,0.8,4.6,0.8,2.7,0
530,9/24/2008,0,74.9,1.5,5.7,-1,1.9,0
530,9/25/2008,0,75,7.8,15,1.6,8,0
530,9/26/2008,0,75,6.2,13.5,6.1,9,0
530,9/27/2008,0,75,6.5,13.4,3.1,7.9,0
530,9/28/2008,0,75,5,13,4.9,8.2,0
530,9/29/2008,0,75,8.1,15.3,3.8,8.9,0
530,9/30/2008,0,75.1,10,16.8,6.5,10.9,0
530,10/1/2008,0,0,13.1,20.4,9,13.6,0
530,10/2/2008,0,0,12.5,22.3,12.1,15.2,0
530,10/3/2008,0,0,8.2,18.5,8.2,12.8,0
530,10/4/2008,0,0,8,12.5,6.1,8.5,0
530,10/5/2008,0,0.5,3.6,8.2,3.6,6.1,0
530,10/6/2008,0,0.7,1.1,3.6,1.1,2.1,0
530,10/7/2008,0,0.8,5.9,6.3,1.1,3.6,0
530,10/8/2008,0,1.2,0.8,6.6,0.8,4.2,0
530,10/9/2008,0,1.2,-2.6,2.1,-2.7,-0.3,0
530,10/10/2008,0,1.3,-2.2,2.1,-3.1,-1.3,0
