Montana (PST) SNOTEL Site Elk Peak - NRCS National Water and Climate Center ,,,,,,,,,,
,,,,,,,,,,
Site Id,Date,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TOBS.I-2 (degC) ,TOBS.I-3 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,SNWD.I-1 (in) 
1106,10/4/2018,0.2,0.3,-3.2,-4.1,-3.1,8,-5.1,-0.2,1
1106,10/5/2018,0.4,0.6,-1.2,-1.9,-1,7.2,-3.4,0.9,2
1106,10/6/2018,0.4,0.6,-0.1,-1,-0.4,2.2,-2.3,-0.6,2
1106,10/7/2018,0.6,0.8,0.5,-0.2,0.5,3.7,-0.8,1,2
1106,10/8/2018,0.7,0.9,-2.2,-2.6,-2,2.9,-2.2,0.5,3
1106,10/9/2018,0.7,0.9,-1.5,-2.3,-1.4,5.3,-2.4,-0.3,3
1106,10/10/2018,1.1,1.1,-4.1,-4.7,-4.1,-1.5,-4.1,-2.9,5
1106,10/11/2018,1.2,1.1,-4.8,-5.8,-4.7,-2.6,-5,-4.1,5
1106,10/12/2018,1.2,1.1,-2.3,-3.2,-2.4,-0.8,-4.9,-3.1,5
1106,10/13/2018,1.3,1.1,-0.8,-0.9,-0.2,5.4,-3.5,1.5,5
1106,10/14/2018,1.4,1.1,-10.2,-6.3,-10.2,-0.7,-10.2,-7.2,6
1106,10/15/2018,1.4,1.2,-2.3,-3.2,-2.4,-2.2,-10.4,-6.1,6
1106,10/16/2018,1.4,1.3,3.4,2.5,2.6,5.6,-2.4,1.5,6
1106,10/17/2018,1.4,1.3,4,4.4,4.3,11,1.8,5,5
1106,10/18/2018,1.4,1.3,7.1,4.9,5,13.6,2,7,5
1106,10/19/2018,1.3,1.3,5.8,5.8,5.9,11.3,5.6,7.9,5
1106,10/20/2018,1.3,1.3,5.7,5.7,5.4,10.9,2.1,6.5,4
1106,10/21/2018,1.1,1.3,9.7,10.6,10,14,4.9,10,3
1106,10/22/2018,0.9,1.3,5.1,4.5,4.6,15,4.3,9.2,2
1106,10/23/2018,0.8,1.3,3.8,3.6,3.9,10.2,2.1,5.3,1
1106,10/24/2018,0.7,1.3,6.8,6.6,7.2,15,3.8,9,1
1106,10/25/2018,0.4,1.3,3.9,3.5,3.7,9.1,3.4,6.1,1
1106,10/26/2018,0.3,1.3,4.9,4.8,5,7.1,1.9,4.1,1
1106,10/27/2018,0,1.4,6.2,6.1,6.2,6.8,2.3,5.2,0
1106,10/28/2018,0,1.5,2.3,2.8,3.1,6.4,1.3,3.8,0
1106,10/29/2018,0,1.5,0,-0.6,0.2,10,0,5.9,0
1106,10/30/2018,0,1.5,-2.9,-3.7,-2.8,1.5,-3,-1.1,0
1106,10/31/2018,0,1.5,-3.5,-4.3,-3.4,-1,-3.5,-2.5,0
1106,11/1/2018,0.3,1.7,-0.6,-1.5,-0.7,-0.6,-4.4,-2.5,1
1106,11/2/2018,0.5,1.8,2.4,1.7,2.2,2.4,-0.6,0.7,2
1106,11/3/2018,0.7,2.1,-2.2,-3,-2.1,4.3,-2.2,2,2
1106,11/4/2018,0.8,2.2,-0.9,-1.8,-1,-0.1,-2.3,-1.2,2
1106,11/5/2018,1.3,2.3,-1.4,-2.1,-1.3,0.8,-1.4,-0.5,3
1106,11/6/2018,1.8,2.5,-3.4,-4.4,-3.4,-1.3,-3.6,-2.8,7
1106,11/7/2018,2,2.6,-5,-5.2,-4.8,-2.3,-7.1,-4.5,7
1106,11/8/2018,2,2.6,-15.2,-7.9,-15.5,-3.4,-16.2,-8.1,7
1106,11/9/2018,2.6,2.6,-7.3,-6.9,-7.3,-6.6,-15.5,-9.5,8
1106,11/10/2018,2.8,2.6,-4.9,-5.4,-4.5,-2.1,-8.7,-4.7,7
1106,11/11/2018,3.2,2.6,-10.3,-9.8,-10.3,-4.5,-10.8,-7.1,8
1106,11/12/2018,3.2,2.6,-12.7,-8.6,-12.9,-5.8,-13.3,-9.4,8
1106,11/13/2018,3.1,2.7,-1.6,-3.7,-3,-1.5,-13.8,-6.9,8
1106,11/14/2018,3.3,2.8,4,3.5,3.7,4.7,-4.1,2,11
1106,11/15/2018,3.7,2.8,0.9,0.4,1,4.4,0.9,3.1,11
1106,11/16/2018,3.6,2.8,1.9,1.5,2,2.6,-0.6,1.1,10
1106,11/17/2018,4.4,3.1,-12.1,-6.2,-11.6,2,-12.1,-6,14
1106,11/18/2018,4.4,3.2,-3.3,-5.4,-4.4,-2.6,-15.3,-8.8,16
1106,11/19/2018,4.4,3.3,-2.6,-3.4,-2.5,-1.7,-6.2,-3.2,15
1106,11/20/2018,4.4,3.3,1.4,0.4,1.5,1.7,-4.1,-0.8,15
1106,11/21/2018,4.5,3.3,4.1,4,4.2,7.5,-0.5,4,14
1106,11/22/2018,4.4,3.3,3.4,3.1,3.4,7.9,3.3,5.1,14
1106,11/23/2018,4.4,3.3,-1.3,-2.2,-1.4,3.5,-1.6,0.6,14
1106,11/24/2018,4.6,3.3,-4.2,-4.7,-4.1,-1.1,-4.2,-2.7,14
1106,11/25/2018,4.8,3.4,-5.9,-6,-5.8,-4.2,-6.8,-5.4,15
1106,11/26/2018,4.8,3.4,-4.5,-6.3,-4.5,-4,-8.4,-6.3,15
1106,11/27/2018,5,3.4,1.8,1.1,1.7,2,-4.5,-0.6,15
1106,11/28/2018,5.2,3.4,0.3,-0.1,0.5,3.4,0.3,1.4,16
1106,11/29/2018,5.3,3.4,-4,-4.2,-3.5,0.3,-5.2,-1.7,16
1106,11/30/2018,5.4,3.4,-5.3,-5.3,-5,-0.7,-5.9,-3.2,16
1106,12/1/2018,5.4,3.5,-5.6,-6.2,-5.4,-1.2,-6,-4.2,16
1106,12/2/2018,5.6,3.5,-7.7,-6.2,-7.9,-4.7,-8.7,-6.3,17
1106,12/3/2018,5.6,3.5,-10.5,-4.9,-10.7,-3.2,-11.9,-8,17
1106,12/4/2018,5.6,3.5,-10.3,-6.8,-10.2,-7.4,-11.7,-9.9,17
1106,12/5/2018,6,3.5,-6.9,-7.7,-7.5,-6.9,-12,-9.3,17
1106,12/6/2018,6.4,3.5,-15.5,-5.6,-15.3,-6.8,-16.7,-12.5,20
1106,12/7/2018,6.4,3.5,-5.7,-6.1,-6.8,-5.1,-16.4,-9.3,20
1106,12/8/2018,6.4,3.5,-5.7,-5.9,-5.6,-0.2,-6.6,-3.5,20
1106,12/9/2018,6.4,3.5,-4.8,-5.7,-5.1,-3,-6.8,-5.2,20
1106,12/10/2018,6.4,3.6,1.5,1.5,2,3.1,-9.7,-0.5,20
1106,12/11/2018,6.4,3.6,-5.7,-5.9,-5.7,2.4,-5.9,-1.1,19
1106,12/12/2018,6.5,3.6,-1.9,-2.3,-1.5,-0.9,-7.4,-4.4,19
1106,12/13/2018,6.5,3.6,-8,-6.5,-8.2,-1.7,-8.4,-5.1,20
1106,12/14/2018,6.5,3.7,-1.8,-3.4,-1.9,-1.6,-8.2,-4.6,19
1106,12/15/2018,6.5,3.7,2.2,0.3,1.5,5.1,-2.1,1.3,19
1106,12/16/2018,6.5,3.7,-0.7,-1.6,-0.9,2.4,-3.7,-2.1,19
1106,12/17/2018,6.5,3.7,3,2.2,3.3,5.5,-0.9,2.5,19
1106,12/18/2018,6.5,3.7,-1.1,-1.5,-0.8,3.8,-1.1,1.6,19
1106,12/19/2018,6.7,3.8,-2.3,-3.1,-2.2,1.9,-2.3,-0.4,19
1106,12/20/2018,7,3.8,-5.5,-6.1,-5.4,-2.3,-6.5,-3.9,20
1106,12/21/2018,7,3.8,1.7,1.6,2.2,2.7,-5.5,0,20
1106,12/22/2018,7.6,3.8,-9.7,-4.3,-9.5,1.9,-9.8,-5.9,24
1106,12/23/2018,7.6,3.8,-7.3,-6.9,-7.6,-7.1,-10.3,-9,23
1106,12/24/2018,7.6,3.8,-4.1,-4.9,-4.1,-3.2,-7.9,-4.6,23
1106,12/25/2018,7.6,3.8,-6.7,-5.1,-6.6,-3.1,-7.3,-5.1,23
1106,12/26/2018,7.7,3.8,-8.5,-5.2,-8.4,-3.2,-9.3,-7.2,23
1106,12/27/2018,7.7,3.8,-9.1,-6,-9.6,-8,-11.4,-9.7,23
1106,12/28/2018,7.7,3.8,-11.5,-4.2,-11.4,-7.9,-14.2,-10.2,24
1106,12/29/2018,7.8,3.9,-9.2,-6.6,-8.9,-8,-12.2,-10.9,24
1106,12/30/2018,8.5,3.9,-2.2,-2.8,-2,-1.2,-10.1,-4.2,26
1106,12/31/2018,8.9,3.9,-18.3,-9.8,-18.3,-1.7,-18.7,-8.6,29
1106,1/1/2019,8.9,3.9,-16.8,-6.4,-17.6,-14.2,-21.3,-18,29
1106,1/2/2019,9.3,4,-10,-3.9,-10.4,-7.1,-18.3,-11.9,30
1106,1/3/2019,10.2,4.2,-0.4,-1.5,-0.8,-0.1,-10,-3.8,33
1106,1/4/2019,10.7,4.2,0.4,-0.5,0.2,1.1,-1.7,-0.1,33
1106,1/5/2019,10.7,4.2,0.3,-0.2,0.5,2.9,-0.3,1.3,32
1106,1/6/2019,10.7,4.2,-0.1,-0.3,0.4,3.7,-0.2,1.3,32
1106,1/7/2019,10.8,4.2,-5.8,-5.9,-5.3,-0.2,-6.1,-3.2,33
1106,1/8/2019,12,4.2,-9.3,-7,-9.3,-5.2,-9.5,-7.2,40
1106,1/9/2019,12,4.3,-2.2,-4.5,-3,-2.1,-10.7,-6.3,39
1106,1/10/2019,12,4.3,1,0.6,1.2,4.1,-2.1,1.7,38
1106,1/11/2019,12,4.3,-4.8,-3.8,-3.8,2.7,-4.8,-0.3,38
1106,1/12/2019,12,4.3,1,0.4,0.2,1.7,-4.7,-1.6,37
1106,1/13/2019,12,4.3,2.8,3.4,2.7,7.2,-1.9,2.8,37
1106,1/14/2019,12,4.3,2,2.1,2.1,10.2,0.6,3.7,37
1106,1/15/2019,12,4.3,1.1,1.1,0.9,6.9,-1.5,2.3,36
1106,1/16/2019,12,4.3,-3.2,-3.9,-3,1.1,-4.7,-1.9,36
1106,1/17/2019,12,4.3,-3.1,-3.4,-2.6,0.3,-4.4,-2.3,36
1106,1/18/2019,12.3,4.4,-3.2,-3.8,-3.1,0.3,-4.6,-2.3,37
1106,1/19/2019,13.1,4.4,-4.5,-4.9,-4.4,-2.7,-5,-3.7,41
1106,1/20/2019,13.3,4.4,-2.7,-4.1,-2.6,0.5,-5.1,-2.5,40
1106,1/21/2019,13.8,4.8,-1.1,-1.6,-0.8,0,-3.7,-1.7,40
1106,1/22/2019,13.9,4.8,-10.9,-6.7,-10.9,-1.2,-11.3,-7.5,42
1106,1/23/2019,14.5,4.9,-6.1,-4,-6.1,-5.8,-12.3,-8.9,45
1106,1/24/2019,15,5,-12.3,-4.1,-11.8,-3.6,-12.7,-7.2,47
1106,1/25/2019,15.6,5,-8,-5.7,-7.9,-7.3,-12.7,-8.6,51
1106,1/26/2019,16.5,5.1,-5.9,-4.6,-6,-4.1,-8.2,-6,53
1106,1/27/2019,17,5.2,-0.6,-1.8,-0.5,0.8,-6,-2.4,54
1106,1/28/2019,17.4,5.2,-11.3,-7,-10.4,1.6,-11.3,-3.1,55
1106,1/29/2019,17.6,5.2,-11.3,-4.2,-11,-10.3,-14.1,-11.8,55
1106,1/30/2019,18.2,5.3,-5.9,-6.3,-6.3,-5.1,-12.6,-7.9,57
1106,1/31/2019,19,5.3,-3.7,-5.2,-3.9,-1.8,-6.1,-4.1,58
1106,2/1/2019,19.1,5.3,1.2,0.5,1.1,2.4,-4.1,-0.3,58
1106,2/2/2019,19.1,5.3,1.5,1.1,1.6,4,0.4,2,57
1106,2/3/2019,19.3,5.4,-3.1,-2.4,-1.7,3,-3.1,1.2,57
1106,2/4/2019,19.8,5.6,-25.3,-1.4,-26.2,-3.1,-26.8,-20.2,62
1106,2/5/2019,20,5.8,-5.1,-4,-5.4,-2.3,-26.8,-11,62
1106,2/6/2019,20.1,6.1,-22.8,-1.9,-22.8,-3,-22.8,-11.6,63
1106,2/7/2019,20.2,6.1,-23.8,-8.7,-23.8,-17.3,-24.6,-21.1,63
1106,2/8/2019,20.8,6.2,-13.4,-2.9,-13.4,-13.3,-23.9,-18.3,64
1106,2/9/2019,21.5,6.2,-19.2,-2.1,-19.2,-8.4,-19.2,-12.4,69
1106,2/10/2019,21.6,6.2,-23.8,-8.4,-23.8,-19.2,-27.1,-23.2,68
1106,2/11/2019,21.7,6.4,-11.7,-3.2,-11.7,-3.4,-24.2,-9.5,69
1106,2/12/2019,21.9,6.5,-8.4,-3.3,-8.4,-8.4,-13.8,-11.3,70
1106,2/13/2019,22.1,6.6,-5.7,-4.2,-5.7,-3,-8.5,-6.1,68
1106,2/14/2019,22.2,6.6,-9.1,-3.4,-9.1,-3,-9.1,-5.9,68
1106,2/15/2019,22.6,6.7,-10.9,-3.1,-10.9,-5,-11.8,-9,71
1106,2/16/2019,23,7,-6.8,-2.9,-6.8,-0.7,-12.2,-4.4,74
1106,2/17/2019,23.6,7,-13.9,-2.5,-13.9,-6.2,-16.2,-8.9,77
1106,2/18/2019,23.6,7,-21.6,-1.6,-21.6,-13.4,-22.5,-17.5,75
1106,2/19/2019,23.6,7,-17.7,-2.1,-17.7,-10.5,-24.3,-18.1,75
1106,2/20/2019,23.6,7,-12.7,-2.5,-12.7,-9.2,-19.5,-14.9,73
1106,2/21/2019,23.6,7,-14.6,-2.7,-14.6,-10.8,-14.6,-12.8,74
1106,2/22/2019,23.8,7,-17.4,-2.8,-17.4,-9.7,-19.3,-15.5,73
1106,2/23/2019,23.8,7,-11.4,-3.7,-11.4,-7.5,-17.6,-11.9,72
1106,2/24/2019,23.8,7,-14.6,-2.6,-14.6,-7.5,-17.9,-12.4,72
1106,2/25/2019,24.2,7.2,-24.5,-2.1,-24.5,-14.6,-25.2,-20.4,75
1106,2/26/2019,24.6,7.5,-18.7,-2.8,-18.7,-13.9,-27.3,-25.1,76
1106,2/27/2019,24.7,7.5,-12.8,-2.5,-12.8,-9.2,-26.9,-13.6,76
1106,2/28/2019,25,7.8,-4,-2.7,-4,-0.8,-12.8,-7.1,79
1106,3/1/2019,25.4,7.8,-11.5,-3,-11.5,0.8,-11.5,-4,80
1106,3/2/2019,25.8,7.8,-24.7,-7.6,-24.7,-7.3,-24.8,-14.6,81
1106,3/3/2019,25.8,7.8,-27.2,-0.4,-27.2,-16.4,-28.1,-24.4,80
1106,3/4/2019,25.8,7.8,-21,-3,-21,-12,-28.1,-21.2,79
1106,3/5/2019,25.9,7.8,-13.3,-4.1,-13.3,-7.1,-21.6,-14.8,79
1106,3/6/2019,26,7.9,-8.8,-4.2,-8.8,-0.9,-15.8,-8.6,78
1106,3/7/2019,26.1,7.9,-1.3,-2.3,-1.3,-1.2,-14.6,-11,79
1106,3/8/2019,26.2,8,-8,-2.9,-8,3.2,-8,-2.1,79
1106,3/9/2019,26.2,8,-9.8,-4.1,-9.8,-3.1,-9.9,-7.4,78
1106,3/10/2019,26.2,8,-10.8,-10.9,-10.8,-4.3,-13.3,-9.8,78
1106,3/11/2019,26.2,8,-8.2,-4.5,-8.2,-4.1,-12.1,-8.3,77
1106,3/12/2019,26.2,8,-3.1,-4,-3.1,3.9,-8.2,-2.7,76
1106,3/13/2019,26.2,8,-6.2,-4.5,-6.2,4.3,-6.6,-1.8,76
1106,3/14/2019,26.2,8,-10.4,-9.7,-10.4,-2.7,-10.7,-6.7,77
1106,3/15/2019,26.4,8,-6.5,-5.2,-6.5,-3.6,-10.8,-7,77
1106,3/16/2019,26.5,8.1,-4.7,-3.9,-4.7,0.4,-6.7,-3.9,77
1106,3/17/2019,26.5,8.1,-1.4,-2.1,-1.4,3.4,-5,-1,76
1106,3/18/2019,26.5,8.1,-3.7,-3.6,-3.7,5.9,-5.6,-0.4,76
1106,3/19/2019,26.5,8.1,-3.3,-4,-3.3,4.5,-6.7,-1.3,75
1106,3/20/2019,26.5,8.1,1.2,1.9,1.2,10.2,-3.4,1.9,74
1106,3/21/2019,26.5,8.1,4.5,5.2,4.5,13.6,1.1,5.6,73
1106,3/22/2019,26.5,8.1,0.6,0.1,0.6,10.6,0.5,4.9,72
1106,3/23/2019,26.5,8.1,1.9,1.3,1.9,10.8,0.2,4.3,71
1106,3/24/2019,26.4,8.1,-0.9,-0.8,-0.9,8.4,-1,2.8,70
1106,3/25/2019,26.4,8.1,-0.3,-1,-0.3,8.5,-2.4,1.5,70
1106,3/26/2019,26.4,8.1,2.4,2,2.4,7.4,-1.2,1.7,69
1106,3/27/2019,26.4,8.1,-0.3,-1,-0.3,8.8,-1.4,3.4,69
1106,3/28/2019,26.9,8.4,-3.2,-3.6,-3.2,3.1,-3.2,-1,73
1106,3/29/2019,27.6,8.7,-4.2,-2.8,-4.2,-3.2,-4.5,-4,75
1106,3/30/2019,27.6,8.8,-7.1,-3.2,-7.1,0.2,-7.1,-3.5,75
1106,3/31/2019,27.7,8.8,-2.5,-3,-2.5,5.5,-9.2,-1.5,74
1106,4/1/2019,27.7,8.8,-2.1,-2.7,-2.1,7.9,-4.2,0.5,72
1106,4/2/2019,27.7,8.8,-6.4,-4.1,-6.4,3.3,-6.4,-1.9,72
1106,4/3/2019,27.7,8.8,-4.1,-2.9,-4.1,4.4,-8,-2,72
1106,4/4/2019,27.7,8.9,1.8,1.3,1.8,10,-5.1,1.7,71
1106,4/5/2019,27.7,8.9,1.2,0.7,1.2,8.4,0.8,3.5,69
1106,4/6/2019,27.7,9,1.5,0.9,1.5,8.9,1.1,3.9,69
1106,4/7/2019,27.7,9,0.3,-0.3,0.3,6.4,-1.1,1.7,68
1106,4/8/2019,28.4,9.4,0.2,-0.4,0.2,4.4,-0.5,1.9,70
1106,4/9/2019,29.1,9.7,0.5,-0.1,0.5,6.4,-0.4,1.7,74
1106,4/10/2019,30,10.2,-1.6,-2.2,-1.6,1.5,-1.6,-0.1,81
1106,4/11/2019,30.6,10.5,-4.1,-1.9,-4.1,1.4,-5.9,-2.7,82
1106,4/12/2019,31.1,10.8,-6.1,-7.1,-6.1,2.4,-6.1,-2.9,84
1106,4/13/2019,31.3,10.9,-4.4,-1.5,-4.4,4.1,-7,-3.1,83
1106,4/14/2019,31.6,11,0.5,-0.1,0.5,3.2,-5,-0.9,83
1106,4/15/2019,31.9,11,-4.9,-2.5,-4.9,2.2,-4.9,-1.2,83
1106,4/16/2019,31.9,11,-1.5,-2.3,-1.5,3.6,-6.1,-1.3,82
1106,4/17/2019,32.2,11.1,-1.6,-2.4,-1.6,3.2,-3.2,-0.7,83
1106,4/18/2019,32.5,11.2,-0.7,-1.4,-0.7,4.3,-1.8,-0.1,84
1106,4/19/2019,32.6,11.3,6.3,6.4,6.3,10,-1.4,4.4,81
1106,4/20/2019,31.2,11.3,8.1,8.4,8.1,14.8,6.2,9.7,76
1106,4/21/2019,30.2,11.6,0.3,-0.4,0.3,11.9,0.3,4.6,73
1106,4/22/2019,30.8,11.7,-2.4,-2.9,-2.4,1.5,-2.6,-0.2,75
1106,4/23/2019,31.1,11.7,5,4.8,5,10.9,-3.3,3.7,73
1106,4/24/2019,30.9,11.7,3.9,3.5,3.9,10.9,3.8,6.3,70
1106,4/25/2019,30.9,11.7,1,0.5,1,9,1,4.5,68
1106,4/26/2019,30.8,11.7,0.6,-0.1,0.6,10.9,-2.8,2.9,67
1106,4/27/2019,31,11.8,-1.7,-2.4,-1.7,6,-1.8,1.9,69
1106,4/28/2019,31.6,11.8,-6.1,-3.2,-6.1,5.8,-6.1,-0.4,72
1106,4/29/2019,33.7,11.9,-13,-0.4,-13,-6.1,-13.4,-9.1,82
1106,4/30/2019,33.9,12.1,-7.6,-2.5,-7.6,-4.9,-14.5,-8.5,83
1106,5/1/2019,34.1,12.2,-9.3,-1.5,-9.3,-0.6,-9.7,-5.8,85
1106,5/2/2019,34.2,12.3,-1.1,-1.8,-1.1,3.8,-10.9,-2.8,82
1106,5/3/2019,34.2,12.3,-2.1,-2.7,-2.1,1.9,-2.3,-1,81
1106,5/4/2019,34.1,12.3,3.2,3,3.2,8.5,-3.1,3,79
1106,5/5/2019,34.1,12.3,1.2,0.7,1.2,11.7,1.2,5.2,76
1106,5/6/2019,34.1,12.4,-1.6,-2.3,-1.6,4.5,-2.3,0.5,76
1106,5/7/2019,34.1,12.4,-0.1,-0.8,-0.1,5.1,-1.5,0.9,76
1106,5/8/2019,34.1,12.5,0.4,-0.3,0.4,9.8,-0.7,3.2,75
1106,5/9/2019,34.4,12.7,-1.8,-2.9,-1.8,6.6,-1.9,0.5,78
1106,5/10/2019,34.4,12.7,1.2,0.7,1.2,8.1,-2.7,1.2,75
1106,5/11/2019,34.1,12.8,3.2,2.9,3.2,6.4,0,3,74
1106,5/12/2019,33.1,12.8,7.3,7.6,7.3,12.5,2.6,7.3,72
1106,5/13/2019,31.7,12.8,8.9,9.4,8.9,15.2,4.4,10.4,69
1106,5/14/2019,30.6,12.8,9.1,9.9,9.1,15.6,7,11,67
1106,5/15/2019,29.9,12.9,10,10.5,10,18.8,6.6,11.9,63
1106,5/16/2019,29,12.9,5.9,5.8,5.9,14.2,5.8,9,59
1106,5/17/2019,28.3,13,2.7,2.3,2.7,6,2.6,3.8,58
1106,5/18/2019,27.8,13.3,0.3,-0.3,0.3,5.5,0.3,2.8,57
1106,5/19/2019,28.2,13.4,-4.4,-3.6,-4.4,2,-4.4,-1.2,62
1106,5/20/2019,28.2,13.4,-3.1,-4,-3.1,-2.2,-4.7,-3.3,60
1106,5/21/2019,28.4,13.6,-1.1,-1.8,-1.1,0.5,-3.6,-1.6,61
1106,5/22/2019,28.8,13.9,-1.8,-2.6,-1.8,2.4,-1.9,-0.3,64
1106,5/23/2019,28.8,14,1.8,1.7,1.8,6.7,-2,1.9,62
1106,5/24/2019,28.9,14,1.2,0.6,1.2,8.2,0,3.1,62
1106,5/25/2019,28.2,14,3.1,2.9,3.1,10.7,1,4.3,60
1106,5/26/2019,27.9,14.2,4.3,4.2,4.3,14.8,2.9,6.6,58
1106,5/27/2019,27.3,14.3,3.3,2.9,3.3,8.6,2.7,4.9,56
1106,5/28/2019,26.7,14.3,3.6,3.3,3.6,6.2,2.9,3.9,54
1106,5/29/2019,25.9,14.4,3.4,3.4,3.4,11.2,3.2,5.6,52
1106,5/30/2019,24.5,14.4,8.8,9.4,8.8,15.9,1.6,9,50
1106,5/31/2019,23,14.4,6,5.9,6,18.6,6,12.2,47
1106,6/1/2019,22,14.4,7.3,8,7.3,16.3,4.9,8,46
1106,6/2/2019,20.7,14.5,10.9,11.6,10.9,18.9,7.2,11.9,43
1106,6/3/2019,19.1,14.5,11.9,12.8,11.9,19.6,8.6,13.9,39
1106,6/4/2019,16.7,14.5,10,10.5,10,19.1,10,13.8,35
1106,6/5/2019,14.7,14.5,10,10.5,10,18.5,7.2,12.5,31
1106,6/6/2019,12.9,14.5,11.5,12.3,11.5,17.6,7.9,12.5,28
1106,6/7/2019,11.2,14.5,5.5,5.5,5.5,21.6,5.5,13.5,24
1106,6/8/2019,10.5,14.7,-0.3,-0.8,-0.3,6.5,-0.3,2.4,23
1106,6/9/2019,10.9,15.1,0.2,-0.3,0.2,6.2,-0.8,0.6,26
1106,6/10/2019,10.6,15.1,4.7,4.9,4.7,10.4,-0.1,4.6,24
1106,6/11/2019,9.2,15.1,7.2,7.4,7.2,12.5,4.7,8.3,21
1106,6/12/2019,7.6,15.2,7.2,8.2,7.2,14.4,5.9,9.1,18
1106,6/13/2019,6,15.2,12.4,13.3,12.4,19.4,6.4,13.2,15
1106,6/14/2019,3.3,15.2,11.8,12.6,11.8,18.9,11.4,13.9,10
1106,6/15/2019,1.5,15.2,6.5,7.2,6.5,17.5,6,12.3,4
1106,6/16/2019,0.7,15.3,7.7,8.1,7.7,17.8,5.2,10.6,2
1106,6/17/2019,0.3,15.3,7.4,7.8,7.4,15,5.9,9,1
1106,6/18/2019,0.2,15.3,9.4,9.9,9.4,16.5,6.5,10,1
1106,6/19/2019,0,15.3,9.7,10.3,9.7,15.8,8.1,11.4,0
1106,6/20/2019,0,15.4,3.4,3.3,3.4,14.2,2.4,8.8,0
1106,6/21/2019,0.3,15.6,0.5,-0.2,0.5,6,0.3,2.3,0
1106,6/22/2019,0.2,15.7,2.1,1.6,2.1,5,-0.3,1.9,0
1106,6/23/2019,0,16.1,5,5,5,8.6,1.6,4.4,0
1106,6/24/2019,0,16.1,4.4,4.3,4.4,12.7,4,7.2,0
1106,6/25/2019,0,16.1,4.2,4.5,4.2,12.2,2.5,6.4,0
1106,6/26/2019,0,16.1,8.4,8.7,8.4,14.4,4.1,9.4,0
1106,6/27/2019,0,16.2,9.9,10.5,9.9,16.7,7.9,11.4,0
1106,6/28/2019,0,16.3,9.2,9.6,9.2,18.6,8.4,12.4,0
1106,6/29/2019,0,16.3,7.9,8.2,7.9,18.7,7.9,11.1,0
1106,6/30/2019,0,16.3,10,10.6,10,18.6,7.2,12.5,0
1106,7/1/2019,0,16.3,9,9.6,9,19.1,7.5,12.3,0
1106,7/2/2019,0,16.3,10.8,11.8,10.8,19.2,7.9,13.8,0
1106,7/3/2019,0,16.9,7.5,7.5,7.5,17,7.3,10.9,0
1106,7/4/2019,0,17.1,6.1,6.3,6.1,13.6,5.2,8.6,0
1106,7/5/2019,0,17.1,7.7,8.2,7.7,17.6,5.8,10,0
1106,7/6/2019,0,17.2,7.7,8,7.7,14.7,6.9,9.6,0
1106,7/7/2019,0,17.5,11.2,11.8,11.2,19.1,7,12.1,0
1106,7/8/2019,0,17.6,11.3,11.9,11.3,19.3,8.8,13,0
1106,7/9/2019,0,17.6,7.4,7.5,7.4,14.7,6,10.4,0
1106,7/10/2019,0,17.6,8.5,8.8,8.5,14.4,4.8,8.7,0
1106,7/11/2019,0,17.6,16.3,17.7,16.3,21.4,7.2,15.5,0
1106,7/12/2019,0,17.6,11.5,12,11.5,23,11.5,17.3,0
1106,7/13/2019,0,17.8,13.7,14.7,13.7,22.8,10.6,15.8,0
1106,7/14/2019,0,17.9,12.8,13.8,12.8,25.2,11.8,16.2,0
1106,7/15/2019,0,18,11.9,12.7,11.9,23.1,11.3,15.7,0
1106,7/16/2019,0,18,9.2,9.7,9.2,20.2,9.2,13.5,0
1106,7/17/2019,0,18,9.9,10.4,9.9,17.1,9.2,11.9,0
1106,7/18/2019,0,18,9.9,10.2,9.9,15.7,8.3,11.8,0
1106,7/19/2019,0,18,8.3,8.7,8.3,17.7,8.1,12.6,0
1106,7/20/2019,0,18,6.2,6.3,6.2,16,3.8,10.1,0
1106,7/21/2019,0,18,7,7.5,7,18.4,4.6,10.7,0
1106,7/22/2019,0,18,9.3,9.7,9.3,16.6,5.2,11.2,0
1106,7/23/2019,0,18,18.2,19.6,18.2,23.1,9.2,15.7,0
1106,7/24/2019,0,18,16,17.3,16,26.2,13.8,19.1,0
1106,7/25/2019,0,18,10.9,11.8,10.9,22.8,10.9,17.1,0
1106,7/26/2019,0,18,12.3,13.4,12.3,20.2,10.1,15,0
1106,7/27/2019,0,18,15.9,17.5,15.9,23.6,11.5,16.9,0
1106,7/28/2019,0,18,12,13,12,21.7,12,16.7,0
1106,7/29/2019,0,18,10.1,10.9,10.1,19.8,9.5,13.6,0
1106,7/30/2019,0,18.1,14.4,15.7,14.4,23.6,8.3,15.6,0
1106,7/31/2019,0,18.1,15.6,17.1,15.6,22.7,12.3,16.7,0
1106,8/1/2019,0,18.1,16.2,17.7,16.2,24.7,12,18.3,0
1106,8/2/2019,0,18.1,15.1,16.4,15.1,25,11.9,17,0
1106,8/3/2019,0,18.3,11.8,12.5,11.8,24.9,10.3,18,0
1106,8/4/2019,0,18.3,14.4,15.6,14.4,23.2,11,17.2,0
1106,8/5/2019,0,18.3,14.1,15.8,14.1,24.7,11.8,18,0
