datetime,00060_Mean,00060_Mean_cd,site_no
2010-12-12 00:00:00+00:00,12.7,A,08328950
2010-12-13 00:00:00+00:00,12.0,A,08328950
2010-12-14 00:00:00+00:00,13.0,A,08328950
2010-12-15 00:00:00+00:00,13.0,A,08328950
2010-12-16 00:00:00+00:00,20.9,A,08328950
2010-12-17 00:00:00+00:00,32.9,A,08328950
2010-12-18 00:00:00+00:00,23.3,A,08328950
2010-12-19 00:00:00+00:00,23.1,A,08328950
2010-12-20 00:00:00+00:00,20.3,A,08328950
2010-12-21 00:00:00+00:00,19.7,A,08328950
2010-12-22 00:00:00+00:00,20.2,A,08328950
2010-12-23 00:00:00+00:00,20.7,A,08328950
2010-12-24 00:00:00+00:00,21.0,A,08328950
2010-12-25 00:00:00+00:00,18.8,A,08328950
2010-12-26 00:00:00+00:00,16.5,A,08328950
2010-12-27 00:00:00+00:00,16.4,A,08328950
2010-12-28 00:00:00+00:00,17.1,A,08328950
2010-12-29 00:00:00+00:00,17.3,A,08328950
2010-12-30 00:00:00+00:00,17.1,A,08328950
2010-12-31 00:00:00+00:00,5.16,A,08328950
2011-01-01 00:00:00+00:00,1.2,A,08328950
2011-01-02 00:00:00+00:00,2.0,A,08328950
2011-01-03 00:00:00+00:00,1.71,A,08328950
2011-01-04 00:00:00+00:00,3.93,A,08328950
2011-01-05 00:00:00+00:00,4.68,"A, e",08328950
2011-01-06 00:00:00+00:00,5.44,"A, e",08328950
2011-01-07 00:00:00+00:00,6.5,"A, e",08328950
2011-01-08 00:00:00+00:00,5.89,"A, e",08328950
2011-01-09 00:00:00+00:00,4.98,"A, e",08328950
2011-01-10 00:00:00+00:00,4.83,"A, e",08328950
2011-01-11 00:00:00+00:00,2.48,"A, e",08328950
2011-01-12 00:00:00+00:00,7.54,"A, e",08328950
2011-01-13 00:00:00+00:00,3.46,"A, e",08328950
2011-01-14 00:00:00+00:00,6.65,"A, e",08328950
2011-01-15 00:00:00+00:00,4.86,"A, e",08328950
2011-01-16 00:00:00+00:00,9.87,"A, e",08328950
2011-01-17 00:00:00+00:00,9.69,"A, e",08328950
2011-01-18 00:00:00+00:00,9.75,"A, e",08328950
